!!!A	 3.816713 
Information	 2.103734 
Internet	 2.103734 
Into	 1.505078 
It	 1.072945 
Jan	 1.599488 
John	 2.780621 
Jul	 3.170086 
Just	 1.820159 
L	 3.170086 
LAST	 2.103734 
LOAD_ID:	 2.780621 
LOG	 1.951928 
Laura	 3.170086 
Lauraan	 3.816713 
Let	 1.951928 
Limited	 2.282782 
Load	 2.282782 
Looking	 2.501036 
MARKET	 2.780621 
MESSAGES:	 1.951928 
MIME-Version:	 0.125563 
MIME-version:	 0.125563 
MKT_TYPE:	 2.780621 
MOST	 2.103734 
MOTION	 3.816713 
MR.	 3.170086 
MY	 1.951928 
Mail	 1.599488 
Make	 1.820159 
Mar	 2.501036 
Market	 2.780621 
Marketing	 2.282782 
Markets	 2.780621 
May	 1.820159 
McPherson	 3.816713 
Mcpherson	 3.816713 
Message	 2.501036 
Message-----	 2.103734 
Mime-Version:	 0.125563 
Mon	 2.282782 
Monday	 2.103734 
Money	 1.951928 
Most	 2.103734 
Motion	 3.816713 
Mr.	 3.170086 
Much	 2.103734 
My	 1.951928 
NAHOU-MSMBX01V.corp.enron.com	 1.951928 
NAHOU-MSMBX03V.corp.enron.com	 1.339411 
NAHOU-MSMBX07V.corp.enron.com	 1.197328 
NAHOU-MSMSW04P.corp.enron.com	 2.103734 
NAHOU-MSMSW05P.corp.enron.com	 2.501036 
NAPDX-MSMBX01V.corp.enron.com	 1.072945 
NEW	 1.599488 
NFL	 3.170086 
NO	 1.197328 
New	 1.599488 
Newsletter	 2.780621 
No	 1.197328 
No.	 3.816713 
Normal	 1.951928 
Not	 1.072945 
Nov	 1.505078 
November	 2.780621 
Now	 1.703749 
Nymex	 3.816713 
O:\Portland\WestDesk\California	 1.951928 
OF	 0.541285 
OIL	 2.780621 
ON	 0.689155 
OR	 1.072945 
OUR	 1.418818 
Oct	 2.282782 
Of	 0.541285 
Oil	 2.780621 
On	 0.689155 
One	 1.599488 
Or	 1.072945 
Original	 2.501036 
Other	 1.820159 
Others	 2.501036 
Our	 1.418818 
Outlook	 1.703749 
PARSING	 1.951928 
PLEASE	 1.265848 
PM	 2.103734 
PRESIDENTIAL	 3.816713 
Path	 3.170086 
Play	 3.170086 
Please	 1.265848 
Power	 2.501036 
Prayer	 3.816713 
Preferred	 2.780621 
President	 2.780621 
Presidential	 3.816713 
Prior	 2.103734 
Produced	 1.339411 
QB	 3.816713 
RB	 3.816713 
RE:	 1.951928 
Re:	 1.951928 
Recieved:	 0.962335 
Reply-To:	 1.599488 
Reserved.	 3.170086 
Return-Path:	 0.382726 
Review	 2.103734 
Right	 1.820159 
Rights	 2.780621 
SC_ID:	 2.780621 
SERVICES	 2.501036 
SIZE=1>Updated	 3.816713 
SMTP	 0.862750 
SMTPRS	 0.196015 
SPECIAL	 3.170086 
Sat	 1.951928 
Schedule	 1.703749 
Scheduling	 3.170086 
Scheduling\ISO	 1.951928 
Section	 3.170086 
Securities	 3.816713 
Sender	 1.951928 
Sent	 1.599488 
Sent:	 2.103734 
Sep	 1.951928 
September	 2.780621 
Service	 1.820159 
Services	 2.501036 
Set	 1.820159 
Site	 1.951928 
Smith	 2.501036 
So	 1.505078 
Some	 2.103734 
Start	 1.505078 
Still	 2.103734 
Street	 3.816713 
Sun	 1.951928 
THE	 0.443167 
THIS	 0.541285 
TO	 0.443167 
TRANS_DATE:	 2.780621 
TRANS_TYPE:	 2.780621 
Take	 1.820159 
Team	 2.282782 
Technologies	 0.196015 
That	 1.016111 
The	 0.443167 
Then	 2.282782 
There	 2.103734 
These	 2.103734 
They	 2.282782 
This	 0.541285 
Thread-Index:	 1.703749 
Thread-Topic:	 1.820159 
Through	 1.820159 
Thu	 1.599488 
Time	 1.505078 
Times	 3.170086 
To	 0.443167 
Trading	 3.170086 
Travelocity	 3.816713 
Tue	 1.265848 
UNSUBSCRIBE	 2.780621 
US	 2.501036 
V6.0.4712.0	 1.951928 
Variances	 1.951928 
WAS	 1.197328 
WILL	 0.772190 
WORLD	 2.103734 
WR	 3.816713 
We	 1.133204 
Weather	 3.816713 
Wed	 1.703749 
Weeks	 2.780621 
What	 1.703749 
When	 1.703749 
Where	 2.282782 
Who	 2.103734 
Will	 0.772190 
World	 2.103734 
Would	 1.820159 
X-MIMEOLE:	 1.339411 
X-MS-Has-Attach:	 1.703749 
X-MS-TNEF-Correlator:	 1.820159 
X-MSMail-Priority:	 1.951928 
X-MSMail-priority:	 1.951928 
X-Mailer:	 0.772190 
X-MimeOLE:	 1.339411 
X-Mimeole:	 1.339411 
X-Priority:	 1.505078 
YOU	 0.729811 
YOUR	 0.772190 
Year	 1.951928 
Year.	 2.501036 
York	 2.780621 
You	 0.729811 
Your	 0.772190 
[	 3.816713 
[172.16.1.37])	 1.951928 
[172.16.4.77])	 1.951928 
]	 3.816713 
_____	 2.780621 
a	 0.541285 
able	 2.103734 
about	 1.703749 
above	 2.501036 
address	 2.103734 
after	 2.282782 
again	 2.501036 
agent	 2.501036 
all	 1.072945 
already	 1.951928 
also	 1.703749 
am	 1.820159 
an	 1.265848 
ancillary	 1.820159 
and	 0.443167 
anonymous	 1.951928 
any	 1.599488 
are	 0.816445 
as	 1.072945 
at	 1.072945 
awarded.	 1.951928 
back	 2.282782 
be	 0.862750 
because	 2.103734 
been	 1.951928 
before	 1.951928 
below	 2.103734 
bert.meyers@enron.com	 1.951928 
best	 2.780621 
between	 2.103734 
bill.williams.III@enron.com	 1.951928 
binary	 1.703749 
both	 2.501036 
business	 2.501036 
but	 1.951928 
c	 2.501036 
can	 1.339411 
change	 2.103734 
charset="us-ascii"	 1.265848 
click	 2.501036 
commodity	 3.816713 
companies	 2.501036 
company	 3.170086 
confirmation	 2.501036 
consulting	 3.816713 
contact	 1.951928 
content-class:	 1.703749 
continue	 2.780621 
contract	 2.780621 
corp.enron.com	 0.474815 
credit	 3.816713 
day	 2.780621 
deal	 2.501036 
derivatives	 3.816713 
details:	 2.501036 
detected.	 1.951928 
do	 1.339411 
does	 2.282782 
don't	 2.282782 
dserv1.ect.enron.com	 1.951928 
during	 2.501036 
e-mail	 2.501036 
electronic	 3.816713 
email	 1.951928 
energy	 2.501036 
esmtp	 0.196015 
even	 2.501036 
ever	 2.501036 
exchange	 1.599488 
exchanges	 3.816713 
fare	 3.816713 
final	 1.265848 
financial	 2.501036 
firm	 2.501036 
firms	 3.170086 
first	 2.282782 
for	 0.196015 
found	 2.282782 
free	 1.820159 
funds	 2.282782 
future	 2.780621 
get	 1.265848 
go	 1.951928 
good	 1.951928 
great	 1.951928 
greeting	 3.816713 
haas.berkeley.edu	 2.501036 
had	 2.103734 
has	 1.339411 
have	 1.072945 
he	 2.282782 
help	 2.501036 
here	 1.951928 
him	 2.780621 
his	 2.282782 
home	 3.170086 
hope	 1.951928 
hour:	 1.951928 
hourly	 3.170086 
how	 2.103734 
however	 2.501036 
html	 2.780621 
i	 1.072945 
id	 0.171975 
if	 1.133204 
in	 0.541285 
information	 2.103734 
intended	 3.170086 
interest	 2.501036 
internet	 2.103734 
into	 1.505078 
is	 0.474815 
it	 1.072945 
its	 1.951928 
john.anderson@enron.com	 1.951928 
just	 1.820159 
know	 2.103734 
last	 2.103734 
let	 1.951928 
like	 1.599488 
limited	 2.282782 
list	 2.501036 
load	 2.282782 
looking	 2.501036 
love	 3.170086 
mail	 1.599488 
mailman.enron.com	 0.220647 
make	 1.820159 
many	 2.282782 
mark.guzman@enron.com	 1.951928 
market	 2.780621 
marketing	 2.282782 
markets	 2.780621 
may	 1.820159 
me	 1.599488 
message	 2.501036 
michael.mier@enron.com	 1.951928 
money	 1.951928 
more	 2.103734 
most	 2.103734 
motion	 3.816713 
much	 2.103734 
my	 1.951928 
nahou-mscnx06p.corp.enron.com	 0.196015 
nahou-msmbx01v.corp.enron.com	 1.951928 
nahou-msmbx03v.corp.enron.com	 1.339411 
name	 2.780621 
napdx-msmbx01v.corp.enron.com	 1.072945 
need	 1.951928 
new	 1.599488 
newsletter	 2.780621 
next	 2.501036 
no	 1.197328 
not	 1.072945 
now	 1.703749 
number	 2.501036 
of	 0.541285 
off	 2.780621 
oil	 2.780621 
on	 0.689155 
one	 1.599488 
or	 1.072945 
original	 2.501036 
other	 1.820159 
others	 2.501036 
our	 1.418818 
out	 1.703749 
outlook	 1.703749 
over	 2.103734 
owner-eveningmba@Haas.Berkeley.EDU	 2.501036 
owner-eveningmba@haas.berkeley.edu	 2.501036 
part	 2.282782 
path	 3.170086 
pete.davis@enron.com	 1.951928 
play	 3.170086 
playoffs.	 3.816713 
please	 1.265848 
power	 2.501036 
preferred	 2.780621 
president	 2.780621 
prior	 2.103734 
products	 3.170086 
progress.	 3.816713 
rate	 3.170086 
receive	 2.282782 
receiving	 2.501036 
reserved.	 3.170086 
review	 2.103734 
right	 1.820159 
rights	 2.780621 
risk	 3.816713 
ryan.slinger@enron.com	 1.951928 
said	 2.780621 
schedule	 1.703749 
schedule.	 2.780621 
schedules	 1.820159 
scheduling	 3.170086 
season	 2.780621 
season.	 3.170086 
section	 3.170086 
securities	 3.816713 
send	 2.103734 
sender	 1.951928 
sent	 1.599488 
service	 1.820159 
services	 2.501036 
set	 1.820159 
should	 2.282782 
site	 1.951928 
smith	 2.501036 
smtp	 0.862750 
so	 1.505078 
solid	 3.170086 
some	 2.103734 
special	 3.170086 
start	 1.505078 
started	 2.501036 
statements	 3.816713 
still	 2.103734 
such	 2.780621 
sum	 2.780621 
sun	 1.951928 
take	 1.820159 
team	 2.282782 
text/html;	 1.820159 
text/plain;	 0.353822 
than	 2.780621 
that	 1.016111 
the	 0.443167 
their	 2.103734 
then	 2.282782 
there	 2.103734 
these	 2.103734 
they	 2.282782 
think	 2.103734 
this	 0.541285 
those	 2.780621 
through	 1.820159 
time	 1.505078 
times	 3.170086 
to	 0.443167 
trading	 3.170086 
transaction	 2.780621 
two	 1.951928 
unsubscribe	 2.780621 
until	 2.501036 
up	 1.599488 
urn:content-classes:message	 1.703749 
us	 2.501036 
use	 1.820159 
user	 2.780621 
variances	 1.951928 
very	 1.951928 
was	 1.197328 
we	 1.133204 
weather	 3.816713 
weeks	 2.780621 
were	 1.951928 
what	 1.703749 
when	 1.703749 
where	 2.282782 
which	 1.703749 
who	 2.103734 
will	 0.772190 
within	 2.780621 
world	 2.103734 
would	 1.820159 
x-mimeole:	 1.339411 
year	 1.951928 
year.	 2.501036 
you	 0.729811 
you.	 2.103734 
your	 0.772190 
